Orario;Umidità dell'aria (%);Pressione (mPa);Temperatura dell'aria (°C);Punto di rugiada (°C);Direzione del vento (°);Velocità media del vento (km/h);Batteria (V);Fotocamera;Tipo di device;flags;hw;Latitudine;Livello liquido (mm);Longitudine;Lux;Umidità fogliare (%);Umidità suolo superficie (%);Umidità suolo profondità (%);Massima velocità del vento (km/h);Temperatura liquido (°C);pH;Foto;Pannello solare;Quantità di pioggia (mm);Qualità Segnale (dBm);rst;sd;Potenziale idrico 1 (Superficie);Potenziale idrico 2;Umidità suolo 1 (Superficie) (%);Umidità suolo 2 (%);Umidità suolo 3 (%);Umidità suolo 4 (%);Umidità suolo 5 (%);Umidità suolo 6 (%);Umidità suolo 7 (%);Umidità suolo 8 (%);Umidità suolo 9 (%);sms1;sms2;SNR;Radiazione solare (W/m2);Salinità suolo 1 (Superficie) (°C);Salinità suolo 2 (°C);Salinità suolo 3 (°C);Salinità suolo 4 (°C);Salinità suolo 5 (°C);Salinità suolo 6 (°C);Salinità suolo 7 (°C);Salinità suolo 8 (°C);Salinità suolo 9 (°C);Temperatura suolo 1 (Superficie) (°C);Temperatura suolo 2 (°C);Temperatura suolo 3 (°C);Temperatura suolo 4 (°C);Temperatura suolo 5 (°C);Temperatura suolo 6 (°C);Temperatura suolo 7 (°C);Temperatura suolo 8 (°C);Temperatura suolo 9 (°C);vpd;Umidità fogliare 1 (min);Umidità fogliare 2 (min);ID Sensore;Descrizione
2023-02-16 08:00:;;;;;;;4.27;;;;;;;;;;22.05;26.5;;;;;;;;;;;;22.05;26.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-16 07:00:;;;;;;;4.11;;;;;;;;;;22;26.45;;;;;;;;;;;;22;26.45;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-16 06:00:;;;;;;;3.65;;;;;;;;;;22.1;26.5;;;;;;;;;;;;22.1;26.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-16 05:00:;;;;;;;3.65;;;;;;;;;;22.1;26.5;;;;;;;;;;;;22.1;26.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-16 04:00:;;;;;;;3.65;;;;;;;;;;22;26.5;;;;;;;;;;;;22;26.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-16 03:00:;;;;;;;3.65;;;;;;;;;;22.05;26.55;;;;;;;;;;;;22.05;26.55;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-16 02:00:;;;;;;;3.66;;;;;;;;;;22.05;26.5;;;;;;;;;;;;22.05;26.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-16 01:00:;;;;;;;3.66;;;;;;;;;;22;26.45;;;;;;;;;;;;22;26.45;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-16 00:00:;;;;;;;3.66;;;;;;;;;;22;26.5;;;;;;;;;;;;22;26.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 23:00:;;;;;;;3.66;;;;;;;;;;22.1;26.5;;;;;;;;;;;;22.1;26.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 22:00:;;;;;;;3.66;;;;;;;;;;22;26.5;;;;;;;;;;;;22;26.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 21:00:;;;;;;;3.66;;;;;;;;;;22.1;26.45;;;;;;;;;;;;22.1;26.45;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 20:00:;;;;;;;3.66;;;;;;;;;;22.05;26.5;;;;;;;;;;;;22.05;26.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 19:00:;;;;;;;3.66;;;;;;;;;;22.05;26.55;;;;;;;;;;;;22.05;26.55;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 18:00:;;;;;;;3.67;;;;;;;;;;22.1;26.5;;;;;;;;;;;;22.1;26.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 17:00:;;;;;;;3.67;;;;;;;;;;22.1;26.4;;;;;;;;;;;;22.1;26.4;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 16:00:;;;;;;;4.27;;;;;;;;;;22.1;26.4;;;;;;;;;;;;22.1;26.4;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 15:00:;;;;;;;4.26;;;;;;;;;;22.05;26.4;;;;;;;;;;;;22.05;26.4;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 14:00:;;;;;;;4.26;;;;;;;;;;22.05;26.35;;;;;;;;;;;;22.05;26.35;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 13:00:;;;;;;;4.26;;;;;;;;;;22.1;26.35;;;;;;;;;;;;22.1;26.35;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 12:00:;;;;;;;4.26;;;;;;;;;;22.1;26.4;;;;;;;;;;;;22.1;26.4;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 11:00:;;;;;;;4.27;;;;;;;;;;22.1;26.4;;;;;;;;;;;;22.1;26.4;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 10:00:;;;;;;;4.27;;;;;;;;;;22.1;26.4;;;;;;;;;;;;22.1;26.4;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 09:00:;;;;;;;4.27;;;;;;;;;;22.15;26.5;;;;;;;;;;;;22.15;26.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 08:00:;;;;;;;4.27;;;;;;;;;;22.2;26.55;;;;;;;;;;;;22.2;26.55;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 07:00:;;;;;;;4.27;;;;;;;;;;22.2;26.6;;;;;;;;;;;;22.2;26.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 06:00:;;;;;;;4.26;;;;;;;;;;22.3;26.6;;;;;;;;;;;;22.3;26.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 05:00:;;;;;;;4.26;;;;;;;;;;22.35;26.6;;;;;;;;;;;;22.35;26.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 04:00:;;;;;;;4.26;;;;;;;;;;22.35;26.65;;;;;;;;;;;;22.35;26.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 03:00:;;;;;;;4.26;;;;;;;;;;22.2;26.7;;;;;;;;;;;;22.2;26.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 02:00:;;;;;;;4.26;;;;;;;;;;22.15;26.65;;;;;;;;;;;;22.15;26.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 01:00:;;;;;;;4.26;;;;;;;;;;22.1;26.65;;;;;;;;;;;;22.1;26.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-15 00:00:;;;;;;;4.26;;;;;;;;;;22.1;26.7;;;;;;;;;;;;22.1;26.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 23:00:;;;;;;;4.26;;;;;;;;;;22.1;26.7;;;;;;;;;;;;22.1;26.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 22:00:;;;;;;;4.26;;;;;;;;;;22.1;26.65;;;;;;;;;;;;22.1;26.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 21:00:;;;;;;;4.26;;;;;;;;;;22.1;26.65;;;;;;;;;;;;22.1;26.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 20:00:;;;;;;;4.26;;;;;;;;;;22.15;26.7;;;;;;;;;;;;22.15;26.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 19:00:;;;;;;;4.27;;;;;;;;;;22.1;26.6;;;;;;;;;;;;22.1;26.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 18:00:;;;;;;;4.26;;;;;;;;;;22.1;26.6;;;;;;;;;;;;22.1;26.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 17:00:;;;;;;;4.26;;;;;;;;;;22.1;26.6;;;;;;;;;;;;22.1;26.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 16:00:;;;;;;;4.26;;;;;;;;;;22.1;26.6;;;;;;;;;;;;22.1;26.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 15:00:;;;;;;;4.26;;;;;;;;;;22.1;26.55;;;;;;;;;;;;22.1;26.55;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 14:00:;;;;;;;4.26;;;;;;;;;;22;26.5;;;;;;;;;;;;22;26.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 13:00:;;;;;;;4.26;;;;;;;;;;22;26.5;;;;;;;;;;;;22;26.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 12:00:;;;;;;;4.26;;;;;;;;;;22.1;26.5;;;;;;;;;;;;22.1;26.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 11:00:;;;;;;;4.26;;;;;;;;;;22.1;26.5;;;;;;;;;;;;22.1;26.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 10:00:;;;;;;;4.26;;;;;;;;;;22.05;26.6;;;;;;;;;;;;22.05;26.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 09:00:;;;;;;;4.26;;;;;;;;;;22.1;26.6;;;;;;;;;;;;22.1;26.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 08:00:;;;;;;;4.26;;;;;;;;;;22.15;26.65;;;;;;;;;;;;22.15;26.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 07:00:;;;;;;;4.26;;;;;;;;;;22.2;26.75;;;;;;;;;;;;22.2;26.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 06:00:;;;;;;;4.27;;;;;;;;;;22.2;26.8;;;;;;;;;;;;22.2;26.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 05:00:;;;;;;;4.27;;;;;;;;;;22.2;26.8;;;;;;;;;;;;22.2;26.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 04:00:;;;;;;;4.27;;;;;;;;;;22.25;26.75;;;;;;;;;;;;22.25;26.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 03:00:;;;;;;;4.27;;;;;;;;;;22.25;26.75;;;;;;;;;;;;22.25;26.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 02:00:;;;;;;;4.27;;;;;;;;;;22.2;26.75;;;;;;;;;;;;22.2;26.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 01:00:;;;;;;;4.27;;;;;;;;;;22.2;26.8;;;;;;;;;;;;22.2;26.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-14 00:00:;;;;;;;4.27;;;;;;;;;;22.2;26.75;;;;;;;;;;;;22.2;26.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 23:00:;;;;;;;4.27;;;;;;;;;;22.2;26.7;;;;;;;;;;;;22.2;26.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 22:00:;;;;;;;4.26;;;;;;;;;;22.2;26.8;;;;;;;;;;;;22.2;26.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 21:00:;;;;;;;4.26;;;;;;;;;;22.2;26.75;;;;;;;;;;;;22.2;26.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 20:00:;;;;;;;4.27;;;;;;;;;;22.2;26.75;;;;;;;;;;;;22.2;26.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 19:00:;;;;;;;4.27;;;;;;;;;;22.2;26.7;;;;;;;;;;;;22.2;26.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 18:00:;;;;;;;4.27;;;;;;;;;;22.2;26.75;;;;;;;;;;;;22.2;26.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 17:00:;;;;;;;4.27;;;;;;;;;;22.2;26.7;;;;;;;;;;;;22.2;26.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 16:00:;;;;;;;4.27;;;;;;;;;;22.2;26.7;;;;;;;;;;;;22.2;26.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 15:00:;;;;;;;4.27;;;;;;;;;;22.1;26.65;;;;;;;;;;;;22.1;26.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 14:00:;;;;;;;4.27;;;;;;;;;;22.15;26.65;;;;;;;;;;;;22.15;26.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 13:00:;;;;;;;4.26;;;;;;;;;;22.15;26.65;;;;;;;;;;;;22.15;26.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 12:00:;;;;;;;4.26;;;;;;;;;;22.15;26.6;;;;;;;;;;;;22.15;26.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 11:00:;;;;;;;4.26;;;;;;;;;;22.15;26.65;;;;;;;;;;;;22.15;26.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 10:00:;;;;;;;4.26;;;;;;;;;;22.2;26.7;;;;;;;;;;;;22.2;26.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 09:00:;;;;;;;4.27;;;;;;;;;;22.2;26.7;;;;;;;;;;;;22.2;26.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 08:00:;;;;;;;4.27;;;;;;;;;;22.25;26.8;;;;;;;;;;;;22.25;26.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 07:00:;;;;;;;4.26;;;;;;;;;;22.3;26.85;;;;;;;;;;;;22.3;26.85;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 06:00:;;;;;;;4.26;;;;;;;;;;22.25;26.85;;;;;;;;;;;;22.25;26.85;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 05:00:;;;;;;;4.26;;;;;;;;;;22.3;26.8;;;;;;;;;;;;22.3;26.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 04:00:;;;;;;;4.26;;;;;;;;;;22.3;26.9;;;;;;;;;;;;22.3;26.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 03:00:;;;;;;;4.26;;;;;;;;;;22.3;26.8;;;;;;;;;;;;22.3;26.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 02:00:;;;;;;;4.26;;;;;;;;;;22.3;26.9;;;;;;;;;;;;22.3;26.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 01:00:;;;;;;;4.26;;;;;;;;;;22.35;26.8;;;;;;;;;;;;22.35;26.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-13 00:00:;;;;;;;4.26;;;;;;;;;;22.3;26.8;;;;;;;;;;;;22.3;26.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 23:00:;;;;;;;4.26;;;;;;;;;;22.3;26.9;;;;;;;;;;;;22.3;26.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 22:00:;;;;;;;4.26;;;;;;;;;;22.3;26.9;;;;;;;;;;;;22.3;26.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 21:00:;;;;;;;4.26;;;;;;;;;;22.3;26.8;;;;;;;;;;;;22.3;26.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 20:00:;;;;;;;4.26;;;;;;;;;;22.3;26.8;;;;;;;;;;;;22.3;26.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 19:00:;;;;;;;4.26;;;;;;;;;;22.3;26.8;;;;;;;;;;;;22.3;26.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 18:00:;;;;;;;4.26;;;;;;;;;;22.3;26.8;;;;;;;;;;;;22.3;26.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 17:00:;;;;;;;4.26;;;;;;;;;;22.25;26.8;;;;;;;;;;;;22.25;26.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 16:00:;;;;;;;4.26;;;;;;;;;;22.2;26.8;;;;;;;;;;;;22.2;26.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 15:00:;;;;;;;4.26;;;;;;;;;;22.25;26.75;;;;;;;;;;;;22.25;26.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 14:00:;;;;;;;4.26;;;;;;;;;;22.3;26.75;;;;;;;;;;;;22.3;26.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 13:00:;;;;;;;4.26;;;;;;;;;;22.3;26.8;;;;;;;;;;;;22.3;26.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 12:00:;;;;;;;4.26;;;;;;;;;;22.25;26.75;;;;;;;;;;;;22.25;26.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 11:00:;;;;;;;4.25;;;;;;;;;;22.25;26.75;;;;;;;;;;;;22.25;26.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 10:00:;;;;;;;4.25;;;;;;;;;;22.25;26.75;;;;;;;;;;;;22.25;26.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 09:00:;;;;;;;4.26;;;;;;;;;;22.3;26.8;;;;;;;;;;;;22.3;26.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 08:00:;;;;;;;4.26;;;;;;;;;;22.35;26.9;;;;;;;;;;;;22.35;26.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 07:00:;;;;;;;4.26;;;;;;;;;;22.45;26.9;;;;;;;;;;;;22.45;26.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 06:00:;;;;;;;4.26;;;;;;;;;;22.4;26.9;;;;;;;;;;;;22.4;26.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 05:00:;;;;;;;4.26;;;;;;;;;;22.4;26.9;;;;;;;;;;;;22.4;26.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 04:00:;;;;;;;4.26;;;;;;;;;;22.45;26.9;;;;;;;;;;;;22.45;26.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 03:00:;;;;;;;4.26;;;;;;;;;;22.45;26.9;;;;;;;;;;;;22.45;26.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 02:00:;;;;;;;4.26;;;;;;;;;;22.4;27;;;;;;;;;;;;22.4;27;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-02-12 01:00:;;;;;;;4.26;;;;;;;;;;22.45;27;;;;;;;;;;;;22.45;27;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
